"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"2007",2,4200,1910,11,"female",1,17,576,4,"Pennsylvania","Native born, and father foreign, mother native","(10,20]"
"2008",2,2500,1910,11,"male",1,16,779,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"2009",2,2500,1910,11,"female",1,12,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"2010",2,2500,1910,11,"female",1,10,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"2011",5,46500,1910,11,"female",1,49,999,NA,"Other USSR/Russia","Foreign born","(40,50]"
"2012",4,3600,1910,11,"male",1,25,791,5,"New York","Native born, and both parents foreign","(20,30]"
"2013",4,3600,1910,11,"female",1,20,454,5,"New York","Native born, and both parents foreign","(10,20]"
"2014",4,2500,1910,11,"male",1,18,194,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2015",5,46500,1910,11,"male",3,25,516,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2016",5,46500,1910,11,"female",3,24,999,5,"Other USSR/Russia","Foreign born","(20,30]"
"2017",4,2500,1910,11,"male",3,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2018",4,2500,1910,11,"male",3,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"2019",5,46500,1910,11,"female",3,50,999,NA,"Other USSR/Russia","Foreign born","(40,50]"
"2020",5,46500,1910,11,"female",3,20,592,5,"Other USSR/Russia","Foreign born","(10,20]"
"2021",5,46500,1910,11,"female",3,17,592,5,"Other USSR/Russia","Foreign born","(10,20]"
"2022",5,46500,1910,11,"male",3,23,398,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2023",5,46500,1910,11,"male",3,21,394,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2024",1,3600,1910,11,"male",2,67,999,NA,"New York","Native born, and both parents native born","(60,70]"
"2025",2,5100,1910,11,"male",2,69,196,NA,"Virginia","Native born, and father foreign, mother native","(60,70]"
"2026",5,15000,1910,11,"male",1,64,196,NA,"Canada","Foreign born","(60,70]"
"2027",1,2500,1910,11,"female",1,44,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"2028",2,2500,1910,11,"male",1,23,852,1,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"2029",2,2500,1910,11,"female",1,18,999,1,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"2030",2,2500,1910,11,"male",1,7,999,1,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"2031",5,26094,1910,11,"male",1,35,394,NA,"West Indies, ns","Foreign born","(30,40]"
"2032",5,46500,1910,11,"male",2,28,592,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2033",5,46500,1910,11,"female",2,28,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2034",4,2500,1910,11,"female",2,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2035",5,46500,1910,11,"male",2,19,592,NA,"Other USSR/Russia","Foreign born","(10,20]"
"2036",5,46500,1910,11,"male",1,34,592,NA,"Other USSR/Russia","Foreign born","(30,40]"
"2037",5,46500,1910,11,"female",1,29,767,5,"Other USSR/Russia","Foreign born","(20,30]"
"2038",4,3600,1910,11,"male",1,7,999,5,"New York","Native born, and both parents foreign","(0,10]"
"2039",4,3600,1910,11,"male",1,5,999,5,"New York","Native born, and both parents foreign","(0,10]"
"2040",5,46500,1910,11,"female",1,60,999,NA,"Other USSR/Russia","Foreign born","(50,60]"
"2041",5,46500,1910,11,"male",2,28,444,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2042",5,46500,1910,11,"female",2,27,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"2043",5,46500,1910,11,"male",2,7,999,5,"Other USSR/Russia","Foreign born","(0,10]"
"2044",4,2500,1910,11,"male",2,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2045",4,2500,1910,11,"male",2,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2046",4,2500,1910,11,"female",2,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"2047",5,46500,1910,11,"male",2,18,446,NA,"Other USSR/Russia","Foreign born","(10,20]"
"2048",5,15000,1910,11,"male",1,38,914,NA,"Canada","Foreign born","(30,40]"
"2049",1,3300,1910,11,"female",1,35,999,NA,"New Hampshire","Native born, and both parents native born","(30,40]"
"2050",2,2500,1910,11,"female",1,15,999,1,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"2051",5,15000,1910,11,"male",2,38,454,NA,"Canada","Foreign born","(30,40]"
"2052",5,41200,1910,11,"female",2,38,999,NA,"Wales","Foreign born","(30,40]"
"2053",1,3300,1910,11,"female",2,45,878,NA,"New Hampshire","Native born, and both parents native born","(40,50]"
"2054",5,41400,1910,11,"male",2,55,618,NA,"Ireland","Foreign born","(50,60]"
"2055",5,41400,1910,11,"female",2,50,999,NA,"Ireland","Foreign born","(40,50]"
"2056",4,2500,1910,11,"female",2,27,791,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"2057",4,2500,1910,11,"female",2,24,448,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"2058",5,41400,1910,11,"male",2,50,618,NA,"Ireland","Foreign born","(40,50]"
"2059",1,3600,1910,11,"male",2,51,830,NA,"New York","Native born, and both parents native born","(50,60]"
"2060",4,2500,1910,11,"female",2,40,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"2061",1,2500,1910,11,"female",2,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"2062",5,15000,1910,11,"female",2,42,960,NA,"Canada","Foreign born","(40,50]"
"2063",1,2500,1910,11,"male",2,75,412,NA,"Massachusetts","Native born, and both parents native born","(70,80]"
"2064",1,2500,1910,11,"female",2,71,999,NA,"Massachusetts","Native born, and both parents native born","(70,80]"
"2065",1,2500,1910,11,"female",2,43,999,1,"Massachusetts","Native born, and both parents native born","(40,50]"
"2066",5,41400,1910,11,"female",2,29,960,NA,"Ireland","Foreign born","(20,30]"
"2067",5,40500,1910,11,"male",10,28,610,NA,"Sweden","Foreign born","(20,30]"
"2068",4,2500,1910,11,"male",10,44,598,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"2069",5,41400,1910,11,"male",10,43,938,NA,"Ireland","Foreign born","(40,50]"
"2070",4,3600,1910,11,"female",10,37,426,NA,"New York","Native born, and both parents foreign","(30,40]"
"2071",4,3600,1910,11,"male",10,44,426,NA,"New York","Native born, and both parents foreign","(40,50]"
"2072",3,3600,1910,11,"male",10,17,994,NA,"New York","Native born, and mother foreign, father native","(10,20]"
"2073",4,2400,1910,11,"male",10,38,168,NA,"Maryland","Native born, and both parents foreign","(30,40]"
"2074",5,40500,1910,11,"male",10,33,918,NA,"Sweden","Foreign born","(30,40]"
"2075",5,41000,1910,11,"female",10,55,154,NA,"England","Foreign born","(50,60]"
"2076",5,40500,1910,11,"male",10,26,994,NA,"Sweden","Foreign born","(20,30]"
"2077",5,15000,1910,11,"female",10,26,962,NA,"Canada","Foreign born","(20,30]"
"2078",1,2500,1910,11,"male",2,53,918,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2079",3,2700,1910,11,"female",2,47,999,NA,"Minnesota","Native born, and mother foreign, father native","(40,50]"
"2080",3,1700,1910,11,"male",2,50,988,NA,"Illinois","Native born, and mother foreign, father native","(40,50]"
"2081",1,1700,1910,11,"female",2,40,960,NA,"Illinois","Native born, and both parents native born","(30,40]"
"2082",5,41400,1910,0,"male",1,50,938,NA,"Ireland","Foreign born","(40,50]"
"2083",5,41400,1910,0,"female",1,42,999,NA,"Ireland","Foreign born","(40,50]"
"2084",4,2500,1910,0,"female",1,20,962,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2085",4,2500,1910,0,"male",1,18,122,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2086",4,2500,1910,0,"female",1,16,154,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2087",4,2500,1910,0,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2088",4,2500,1910,0,"female",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2089",4,2500,1910,0,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2090",4,2500,1910,0,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2091",4,2500,1910,0,"female",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2092",5,42600,1910,0,"male",1,32,394,NA,"Switzerland","Foreign born","(30,40]"
"2093",5,42600,1910,0,"female",1,27,999,NA,"Switzerland","Foreign born","(20,30]"
"2094",5,41400,1910,0,"male",1,49,618,NA,"Ireland","Foreign born","(40,50]"
"2095",5,41400,1910,0,"female",1,49,999,NA,"Ireland","Foreign born","(40,50]"
"2096",5,41400,1910,0,"female",1,24,999,5,"Ireland","Foreign born","(20,30]"
"2097",4,2500,1910,0,"male",1,21,707,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"2098",4,2500,1910,0,"male",1,18,997,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2099",4,2500,1910,0,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"2100",4,2500,1910,0,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2101",4,2500,1910,0,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"2102",5,45300,1910,11,"male",1,42,916,NA,"Germany","Foreign born","(40,50]"
"2103",5,45300,1910,11,"female",1,35,954,NA,"Germany","Foreign born","(30,40]"
"2104",1,2500,1910,11,"male",5,66,840,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"2105",4,2500,1910,11,"female",5,59,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"2106",1,2500,1910,11,"male",5,25,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"2107",1,2500,1910,11,"female",5,23,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"2108",1,2500,1910,11,"female",5,21,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"2109",1,2500,1910,11,"female",5,18,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"2110",1,2500,1910,11,"female",5,16,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"2111",5,41400,1910,11,"female",5,36,950,NA,"Ireland","Foreign born","(30,40]"
"2112",5,41400,1910,11,"female",5,34,962,NA,"Ireland","Foreign born","(30,40]"
"2113",5,41400,1910,11,"female",5,29,922,NA,"Ireland","Foreign born","(20,30]"
"2114",5,41400,1910,11,"female",5,19,954,NA,"Ireland","Foreign born","(10,20]"
"2115",1,2900,1910,11,"male",5,49,858,NA,"Missouri","Native born, and both parents native born","(40,50]"
"2116",1,2500,1910,11,"male",5,36,707,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"2117",5,41400,1910,11,"female",5,27,954,NA,"Ireland","Foreign born","(20,30]"
"2118",5,15000,1910,11,"female",5,22,950,NA,"Canada","Foreign born","(20,30]"
"2119",5,15000,1910,11,"female",5,23,962,NA,"Canada","Foreign born","(20,30]"
"2120",3,3600,1910,11,"male",3,68,372,NA,"New York","Native born, and mother foreign, father native","(60,70]"
"2121",1,2200,1910,11,"female",3,57,999,NA,"Louisiana","Native born, and both parents native born","(50,60]"
"2122",1,2200,1910,11,"male",3,24,994,1,"Louisiana","Native born, and both parents native born","(20,30]"
"2123",1,2500,1910,11,"male",3,23,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"2124",5,41400,1910,11,"female",3,45,954,NA,"Ireland","Foreign born","(40,50]"
"2125",5,40500,1910,11,"female",3,26,950,NA,"Sweden","Foreign born","(20,30]"
"2126",1,2500,1910,11,"male",4,36,830,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"2127",1,2500,1910,11,"female",4,38,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"2128",1,2500,1910,11,"female",4,1,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"2129",1,2500,1910,11,"female",4,0,999,1,"Massachusetts","Native born, and both parents native born",NA
"2130",5,41400,1910,11,"female",4,24,954,NA,"Ireland","Foreign born","(20,30]"
"2131",5,41400,1910,11,"female",4,25,960,NA,"Ireland","Foreign born","(20,30]"
"2132",5,41000,1910,11,"female",4,27,936,NA,"England","Foreign born","(20,30]"
"2133",1,2500,1910,11,"male",4,62,700,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"2134",1,2500,1910,11,"female",4,52,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2135",5,41400,1910,11,"female",4,35,950,NA,"Ireland","Foreign born","(30,40]"
"2136",4,2500,1910,11,"female",4,42,954,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"2137",5,41400,1910,11,"female",4,30,950,NA,"Ireland","Foreign born","(20,30]"
"2138",4,2300,1910,11,"female",1,36,962,NA,"Maine","Native born, and both parents foreign","(30,40]"
"2139",5,15000,1910,11,"female",1,24,950,NA,"Canada","Foreign born","(20,30]"
"2140",1,2300,1910,11,"female",1,40,950,NA,"Maine","Native born, and both parents native born","(30,40]"
"2141",1,2500,1910,11,"female",1,38,954,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"2142",4,2500,1910,11,"female",1,36,960,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"2143",1,2500,1910,11,"female",5,63,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"2144",5,42600,1910,11,"female",5,36,956,NA,"Switzerland","Foreign born","(30,40]"
"2145",5,41400,1910,11,"female",5,29,962,NA,"Ireland","Foreign born","(20,30]"
"2146",5,41400,1910,11,"female",5,40,922,NA,"Ireland","Foreign born","(30,40]"
"2147",5,40500,1910,11,"female",5,18,960,NA,"Sweden","Foreign born","(10,20]"
"2148",1,2500,1910,11,"male",4,54,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2149",1,2500,1910,11,"female",4,52,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2150",1,2500,1910,11,"female",4,29,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"2151",1,2500,1910,11,"female",4,22,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"2152",5,40500,1910,11,"female",4,20,962,NA,"Sweden","Foreign born","(10,20]"
"2153",5,40500,1910,11,"female",4,51,954,NA,"Sweden","Foreign born","(50,60]"
"2154",5,40500,1910,11,"female",4,30,154,NA,"Sweden","Foreign born","(20,30]"
"2155",1,2500,1910,11,"female",2,63,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"2156",4,2500,1910,11,"female",2,43,960,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"2157",1,3600,1910,11,"female",2,62,999,NA,"New York","Native born, and both parents native born","(60,70]"
"2158",1,2500,1910,11,"female",2,23,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"2159",5,41400,1910,11,"female",2,23,960,NA,"Ireland","Foreign born","(20,30]"
"2160",1,2500,1910,11,"female",10,55,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2161",5,41400,1910,11,"female",10,46,960,NA,"Ireland","Foreign born","(40,50]"
"2162",5,41400,1910,11,"female",10,58,960,NA,"Ireland","Foreign born","(50,60]"
"2163",5,41400,1910,11,"female",10,24,956,NA,"Ireland","Foreign born","(20,30]"
"2164",5,41000,1910,11,"female",10,34,950,NA,"England","Foreign born","(30,40]"
"2165",5,41100,1910,11,"female",10,36,954,NA,"Scotland","Foreign born","(30,40]"
"2166",5,41400,1910,11,"female",10,28,962,NA,"Ireland","Foreign born","(20,30]"
"2167",5,41400,1910,11,"female",10,41,922,NA,"Ireland","Foreign born","(40,50]"
"2168",5,41400,1910,11,"female",10,19,960,NA,"Ireland","Foreign born","(10,20]"
"2169",5,40500,1910,11,"female",10,30,936,NA,"Sweden","Foreign born","(20,30]"
"2170",1,2300,1910,11,"male",3,83,999,NA,"Maine","Native born, and both parents native born","(80,90]"
"2171",1,3600,1910,11,"female",3,38,999,NA,"New York","Native born, and both parents native born","(30,40]"
"2172",5,15000,1910,11,"female",3,30,960,NA,"Canada","Foreign born","(20,30]"
"2173",5,40500,1910,11,"female",3,32,954,NA,"Sweden","Foreign born","(30,40]"
"2174",1,5100,1910,11,"male",8,47,918,NA,"Virginia","Native born, and both parents native born","(40,50]"
"2175",5,15000,1910,11,"female",8,38,154,NA,"Canada","Foreign born","(30,40]"
"2176",1,2500,1910,11,"female",8,41,862,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"2177",1,2500,1910,11,"female",8,40,862,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"2178",5,15000,1910,11,"female",8,37,832,NA,"Canada","Foreign born","(30,40]"
"2179",1,2500,1910,11,"female",8,51,880,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"2180",1,2900,1910,11,"female",8,42,852,NA,"Missouri","Native born, and both parents native born","(40,50]"
"2181",1,1700,1910,11,"female",8,28,862,NA,"Illinois","Native born, and both parents native born","(20,30]"
"2182",1,2500,1910,11,"female",8,41,372,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
